symbol,name,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,enterpriseValueMultiple,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,receivablesTurnover,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,% return on investment
A,"Agilent Technologies, Inc.",2.413066666666667,4.774366666666666,1.4514666666666667,7.2329,7.2181999999999995,14.934299999999999,11.488999999999999,12.491403664770132,-0.8198373223914203,0.6249779074785754,0.11165232031079401,0.5277282252733366,0.092120387643061,0.0905701498955011,1.8198373223914193,0.12446666666666667,0.14479999999999998,0.09086666666666667,-0.8198373223914203,0.6249779074785754,0.11165232031079401,7.2181999999999995,3.7550000000000003,8.0882,5.8112024467933,0.62683957269373,2.853333333333333,2.7254142235786,2.294640781041933,-100.73593333333334,51.3939,0.0,28.168866666666663,0.0,0.3345,0.9366,0.41686910444916664,0.46894806026078006,7.429266666666667,0.3038779238659733,2.7145317120662664,2.2931666666666666,1.8979333333333335,11.318666666666667,0.0,7.2181999999999995,0.13780520418466566,0.7983434940054667,0.3038779238659733,137.81952830743492,5.640869581704801,5.640869581704801,0.0,0.06663333333333334,2.2716,3.664633333333334,7.499766666666667,7.441333333333333,7.325533333333333,-0.014633333333333333,-0.013833333333333335,0.0,0.35146666666666665,0.47009999999999996,-0.018766666666666668,0.0923,0.04873333333333333,0.028066666666666667,0.06403333333333333,0.025500000000000005,0.08063333333333333,0.02266666666666667,0.07313333333333333,-0.014266666666666669,0.0332,0.06653333333333332,0.0,0.0,0.0,0.07426666666666666,0.13526666666666665,0.09806666666666665,0.21273333333333333,0.07656666666666667,-0.02476666666666667,0.023366666666666664,215.40778498609825
AAL,"American Airlines Group, Inc.",0.0,0.0,0.10096666666666666,0.0,27.970766666666666,0.0,2.2428333333333335,41.20856973995273,0.0,-0.5320715036803333,-0.028340239070096668,0.47971004404379003,-0.02658757472854033,-0.05916045084568633,0.0,-0.09899999999999999,0.2728333333333333,-0.028133333333333333,0.0,-0.5320715036803333,-0.028340239070096668,27.970766666666666,5.187133333333333,38.3134,1.4776915059388334,0.8907150111433201,0.807,0.6763873126465034,0.08933913900675167,-18.880266666666667,13.318166666666665,0.0,17.953033333333334,0.0,0.48383333333333334,-2.6707666666666667,1.9462618863619667,1.7227999938240333,-0.8032666666666666,0.08260871507490633,0.0,2.912433333333333,-2.0993333333333335,2.2479666666666667,0.0,27.970766666666666,0.044551923220771,-0.76793262483868,0.08260871507490633,0.6611146529802333,0.57925186339863,0.57925186339863,0.0,0.018866666666666664,-1.0455,-0.8638666666666667,-0.7385333333333333,-3.040366666666667,-3.040366666666667,0.06696666666666666,0.0,0.0,0.5334,0.03510000000000002,-0.06160000000000001,-0.10573333333333335,-0.11023333333333334,-0.1198,-0.14373333333333335,-0.18036666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04336666666666667,0.05536666666666667,-0.0176,-0.3055666666666667,0.06416666666666666,0.0,0.03956666666666667,492.9765886287626
AAP,"Advance Auto Parts, Inc.",4.709966666666667,5.153300000000001,0.8155,14.602133333333333,52.8048,9.5982,6.5885,0.5147234543057234,0.6236200902580133,0.9520368504839801,0.096749517317619,0.4952429793851533,0.096794036303324,0.057439664777817,0.37637990974198665,0.23949999999999996,0.3364,0.24506666666666665,0.6236200902580133,0.9520368504839801,0.096749517317619,52.8048,1.0577666666666667,3.291466666666667,5.0490431251668335,1.7385799142735998,1.1616666666666668,0.10702548916308534,0.042242330088431,-228.38739999999999,7.392033333333333,0.0,82.22019999999999,0.0,0.0901,0.3134333333333333,0.22992656696955002,0.23052442517277996,20.898533333333333,2.5416385145552,3.311647939409933,8.702233333333332,6.099333333333334,0.8374666666666667,0.06333333333333334,52.8048,0.12534112082834334,0.7045441128369401,2.5416385145552,727.5544503076799,3.406309792936534,3.0950251801760333,0.064060254320223,0.0862,0.17293333333333336,0.17289999999999997,0.1854,0.28049999999999997,0.2753333333333334,-0.07076666666666666,-0.0668,0.0,0.2192666666666667,0.27416666666666667,0.09753333333333332,0.12073333333333332,0.1266,0.14983333333333335,0.25106666666666666,0.2919,0.25803333333333334,0.14423333333333335,0.1920333333333333,0.11166666666666665,0.0867,0.0612,0.0,0.0,0.0,0.14043333333333333,0.08126666666666667,0.0727,0.004433333333333335,0.09476666666666667,0.0,0.0669,158.2908517934933
AAPL,"Apple, Inc.",5.246733333333333,4.813033333333333,3.8058666666666667,17.821233333333332,10.061766666666665,15.681700000000001,13.559599999999998,0.41972557797713,0.73205464464312,1.0,0.29381908182768,0.3999875966902433,0.2892163067903966,0.21541434081715996,0.26794535535688,0.6494,0.2972666666666666,0.4406999999999999,0.73205464464312,1.0,0.29381908182768,10.061766666666665,2.2089,98.04463333333332,14.041078048966,0.9003333221420733,2.1203333333333334,1.8469455037703,0.45058577187508336,-6.854666666666667,46.021166666666666,0.0,54.740566666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5311214527899333,3.4489,2.2022333333333335,1.3759333333333332,0.0,10.061766666666665,0.2895201424735367,0.85598970733713,0.0,0.0,7.392763912332367,7.392763912332367,0.0,0.5007666666666667,0.5766666666666667,0.6045999999999999,0.6324333333333333,0.6069,0.6114,0.011566666666666664,0.010799999999999999,0.0,0.6357666666666667,0.5775333333333333,0.2221666666666667,0.35189999999999994,0.3478333333333334,0.3987,0.5791,0.5529333333333333,0.17746666666666666,0.7070666666666666,0.5769000000000001,0.24996666666666667,0.4277666666666667,0.46303333333333335,0.0,0.0,0.0,0.7436666666666666,0.31403333333333333,0.48126666666666656,0.48746666666666666,0.0,0.3006333333333333,0.2701,641.4417492312947
ABBV,"AbbVie, Inc.",16.4687,0.0,3.019,10.4836,2.4261,9.2123,8.7454,0.00680067461222,0.8999347631765751,1.00565304171415,0.25829127180632,0.72976984593441,0.25457912435794,0.23198545359218,0.1000652368234225,0.7832,0.27690000000000003,0.18225,0.8999347631765751,1.00565304171415,0.25829127180632,2.4261,0.0,10.2115,7.3846573783175495,0.8167610958297951,1.7160000000000002,1.07775958710705,0.0035713209304384,-69.85555,79.29875,0.0,65.69104999999999,0.0,0.00125,0.002,0.00133734536944165,0.0020033388981636,-177.05715,65.072916666665,1.4909616227487,1.98065,1.868,0.00855,0.0,2.4261,0.33815833124112,0.926490245864635,65.072916666665,195.21875,14.327447833066,14.327447833066,0.0,0.1228,-0.21665,-0.1381,-0.1386,-0.0887,-0.0887,0.0,0.0,0.0,0.09125,0.09839999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658,0.02135,-0.0382,0.0,0.0,0.25529999999999997,0.34185000000000004,127.4937133277452
ABC,AmerisourceBergen Corp.,2.9228666666666663,80.50066666666667,0.11003333333333333,13.785866666666669,20.047099999999997,9.950733333333334,8.2639,2.3481439284035,0.6221641815941866,0.9346383383090799,0.013851276092900334,0.03013531203861533,0.013823363340885667,0.008060369089788666,0.3778358184058133,0.4909333333333333,0.21576666666666666,0.23163333333333336,0.6221641815941866,0.9346383383090799,0.013851276092900334,20.047099999999997,2.2367333333333335,15.2254,114.04058675490667,5.3092060883475005,1.0603333333333333,0.53004527832822,0.14725557255945332,-25.773500000000002,18.4931,0.0,42.4689,0.0,0.09033333333333333,0.4548666666666667,0.28940152060108,0.31254697391711,15.3076,0.7820432003989835,5.036226177271133,3.6072666666666664,2.9098,5.311466666666667,0.14466666666666667,20.047099999999997,0.013339103653116335,0.84072503292175,0.7820432003989835,1121.3034532723889,6.397201031736967,4.064994761597901,0.14444166041818668,0.06353333333333334,0.26363333333333333,0.1317,0.4612333333333334,0.5467666666666666,0.5457333333333333,-0.03186666666666667,-0.028133333333333333,0.42253333333333337,0.17713333333333334,0.20199999999999999,0.1653,0.15193333333333334,0.1426,0.27276666666666666,0.08553333333333334,0.13126666666666667,0.17076666666666665,0.1896,0.2804333333333333,0.16013333333333332,0.0001333333333333337,0.03916666666666666,0.0,0.5778333333333333,0.2570333333333333,0.031266666666666665,0.09103333333333334,0.0708,0.07836666666666665,0.04903333333333334,0.0,0.005666666666666666,258.11895451739036
ABMD,"ABIOMED, Inc.",4.3514,7.03195,4.9757,0.0,6.43235,0.0,148.4395,0.0,0.0,0.0,-0.160757720705315,0.75994424644153,-0.20156748874253,-0.16908119562318,0.0,-0.21889999999999998,-0.1442,-0.21865,0.0,0.0,-0.160757720705315,6.43235,5.3067,9.6243,14.4087008675245,0.715106791956255,4.1845,3.68062663940415,0.2630170826474,-136.9378,56.52015,0.0,19.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2282525869201,-0.07865,-0.24825,0.14335,0.0,6.43235,-0.035165197130259,-0.073062261753495,0.0,0.0,-1.6087472283813748,-1.6087472283813748,0.0,0.2252,0.40655,0.35225,0.39,0.40659999999999996,0.40659999999999996,0.0325,0.0325,0.0,0.9057999999999999,0.7797499999999999,0.0762,0.0784,0.1101,0.0,0.0,0.0,0.0,0.0,0.0,-0.06420000000000001,0.0171,-0.07055,0.0,0.0,0.0,-0.0013999999999999985,-0.28095,-0.0157,-0.0785,0.0,0.0263,0.0614,2583.7341495408828
ABT,Abbott Laboratories,1.6749666666666665,3.6183333333333336,1.431066666666667,7.892566666666667,4.375966666666667,5.582533333333333,4.767033333333334,2.2092840726752,0.86192429591951,0.9250917821677366,0.22389111038261333,0.5618945323262,0.15063142929181902,0.17972641339154002,0.138075704080489,0.3229666666666666,0.2146,0.07573333333333333,0.86192429591951,0.9250917821677366,0.22389111038261333,4.375966666666667,3.139533333333334,9.2328,3.722733745537566,0.50692952914038,1.5383333333333333,1.0407692321079833,0.5333274120152033,-96.41686666666665,94.39796666666666,0.0,20.159533333333332,0.0,0.2936666666666667,0.7230666666666666,0.3370497389810467,0.41829737642008663,13.549233333333333,0.49526375237457,2.462052370756767,5.371033333333333,4.598333333333334,5.048733333333334,0.539,4.375966666666667,0.30130514010691,0.85596350051752,0.49526375237457,1.8086508524828,7.1008772432435,2.1571712752153,0.5396948425481433,-0.0796,-0.05910000000000001,-0.22033333333333335,0.0014666666666666717,-0.001966666666666663,0.0005999999999999986,0.002533333333333333,0.0013666666666666669,0.10196666666666666,0.08923333333333333,0.10026666666666667,0.07123333333333333,0.05936666666666666,0.0362,0.09866666666666667,0.10023333333333334,0.12760000000000002,0.08600000000000001,0.13670000000000002,0.1877,0.10893333333333334,0.1045,0.1258,0.0881,0.009600000000000006,0.10403333333333332,0.12156666666666667,0.06096666666666667,0.12890000000000001,0.12476666666666665,0.13406666666666667,-0.07206666666666665,-0.019766666666666672,167.45379876796713
ACN,Accenture Plc,8.15,8.709233333333334,1.0963666666666665,13.746933333333333,6.2476666666666665,8.8543,8.343966666666667,1.5538734569113333,0.6873854851796367,0.9946071526288067,0.11157763982266333,0.3052740815988733,0.12239855195352334,0.07633106422772701,0.31261451482036334,0.4904,0.5919666666666666,1.6535,0.6873854851796367,0.9946071526288067,0.11157763982266333,6.2476666666666665,7.149266666666667,0.0,34.298497421138336,1.8095420666678335,1.4493333333333334,1.2995719173459666,0.7285655060499567,0.0,58.50593333333333,0.0,12.6533,0.0,0.00016666666666666666,0.0006666666666666666,0.00021220576301893997,0.0006781101609096667,187.74589999999998,2011.6087380283034,4.301505898433501,5.085133333333333,4.5524,7.9045,0.2846666666666667,6.2476666666666665,0.13202803328048665,0.9110921087680101,2011.6087380283034,9239.591953092204,11.697568381454,3.782645979817733,0.32781428409823,0.05623333333333334,0.0835,0.056999999999999995,0.11293333333333334,0.09330000000000001,0.09626666666666665,0.018566666666666665,-0.03376666666666667,0.4135,0.07293333333333334,0.07173333333333333,0.0391,0.057966666666666666,0.025800000000000003,0.0271,0.0726,0.042166666666666665,0.04013333333333333,0.14526666666666668,0.11583333333333334,0.11620000000000001,0.11243333333333334,0.11516666666666668,0.0,0.0819,0.3168666666666667,0.030066666666666648,0.0,0.08713333333333333,0.1428,0.5203,0.0,0.06096666666666667,363.72690342025936
ADBE,"Adobe, Inc.",2.9557333333333333,14.996266666666665,4.4493,27.867099999999997,7.2258,14.737066666666669,12.840000000000002,1.8645489492956664,0.7256121803447,0.95915859408353,0.25463068917375997,0.89641102648697,0.2521551896434133,0.17753317583689335,0.2743878196553,0.2543666666666667,0.12406666666666667,0.1239,0.7256121803447,0.95915859408353,0.25463068917375997,7.2258,15.9576,0.0,8.014419032329135,0.44674099378053,2.985,2.8020909920318666,0.8922150513053467,0.0,53.02376666666667,0.0,6.612233333333333,0.0,0.16423333333333334,0.25316666666666665,0.20066330835783666,0.20133540094034,80.30943333333333,0.9559995162834967,1.5372228522323332,2.4593000000000003,2.154,1.779866666666667,0.0,7.2258,0.34612628295233,0.8777389763168467,0.9559995162834967,98.00802632195666,8.260202578676733,8.260202578676733,0.0,0.07263333333333334,0.05613333333333335,0.07223333333333333,0.17423333333333332,0.19703333333333337,0.19840000000000002,-0.0265,-0.027800000000000002,0.0,0.08503333333333334,0.06593333333333333,0.11213333333333335,0.12366666666666666,0.09376666666666666,0.11349999999999999,0.0992,0.055966666666666665,0.09373333333333334,0.04533333333333333,0.009533333333333336,0.23040000000000002,0.17659999999999998,0.07596666666666667,-1.0,-0.6666666666666666,0.0,0.12430000000000002,0.0,0.15773333333333334,0.12506666666666666,0.7914,0.047400000000000005,0.0916,750.5111147168587
